Date,Close,Interst_rate
1985-01-01,179.6300049,0.061619006
1985-02-01,181.1799927,0.060158178
1985-03-01,180.6600037,0.063838358
1985-04-01,179.8300018,0.06191388
1985-05-01,189.5500031,0.059374866
1985-06-01,191.8500061,0.051560053
1985-07-01,190.9199982,0.053339284
1985-08-01,188.6300049,0.055901181
1985-09-01,182.0800018,0.054232741
1985-10-01,189.8200073,0.054076953
1985-11-01,202.1699982,0.052424908
1985-12-01,211.2799988,0.050807695
1986-01-01,211.7799988,0.045471853
1986-02-01,226.9199982,0.046238804
1986-03-01,238.8999939,0.042091821
1986-04-01,235.5200043,0.039483049
1986-05-01,247.3500061,0.040465903
1986-06-01,250.8399963,0.045844838
1986-07-01,236.1199951,0.039930279
1986-08-01,252.9299927,0.039205807
1986-09-01,231.3200073,0.035517264
1986-10-01,243.9799957,0.038670546
1986-11-01,249.2200012,0.037438864
1986-12-01,242.1699982,0.035437344
1987-01-01,274.0799866,0.036045657
1987-02-01,284.2000122,0.035785814
1987-03-01,291.7000122,0.035547855
1987-04-01,288.3599854,0.037601992
1987-05-01,290.1000061,0.043597144
1987-06-01,304,0.043324127
1987-07-01,318.6600037,0.042775286
1987-08-01,329.7999878,0.044802318
1987-09-01,321.8299866,0.046042002
1987-10-01,251.7899933,0.049592418
1987-11-01,230.3000031,0.045254317
1987-12-01,247.0800018,0.045792755
1988-01-01,257.0700073,0.046053856
1988-02-01,267.8200073,0.040983691
1988-03-01,258.8900146,0.040427381
1988-04-01,261.3299866,0.044165565
1988-05-01,262.1600037,0.044962718
1988-06-01,273.5,0.046508807
1988-07-01,272.019989,0.044353528
1988-08-01,261.519989,0.045427448
1988-09-01,271.9100037,0.047078603
1988-10-01,278.9700012,0.044619939
1988-11-01,273.7000122,0.043587222
1988-12-01,277.7200012,0.046179387
1989-01-01,297.4700012,0.048631937
1989-02-01,288.8599854,0.047318798
1989-03-01,294.8699951,0.049737223
1989-04-01,309.6400146,0.0487105
1989-05-01,320.519989,0.046296625
1989-06-01,317.980011,0.044111656
1989-07-01,346.0799866,0.040026762
1989-08-01,351.4500122,0.037393527
1989-09-01,349.1499939,0.042770714
1989-10-01,340.3599854,0.042971833
1989-11-01,345.9899902,0.04030135
1989-12-01,353.3999939,0.040296658
1990-01-01,329.0799866,0.041276234
1990-02-01,331.8900146,0.043669274
1990-03-01,339.9400024,0.045519676
1990-04-01,330.7999878,0.04552162
1990-05-01,361.230011,0.048050618
1990-06-01,358.019989,0.043826112
1990-07-01,356.1499939,0.043418185
1990-08-01,322.5599976,0.041705321
1990-09-01,306.0499878,0.043987447
1990-10-01,304,0.04200539
1990-11-01,322.2200012,0.04058855
1990-12-01,330.2200012,0.038939207
1991-01-01,343.9299927,0.039229312
1991-02-01,367.0700073,0.039070538
1991-03-01,375.2200012,0.041758362
1991-04-01,375.3399963,0.041098331
1991-05-01,389.8299866,0.040499163
1991-06-01,371.1600037,0.041876443
1991-07-01,387.8099976,0.042222538
1991-08-01,395.4299927,0.041399174
1991-09-01,387.8599854,0.038784956
1991-10-01,392.4500122,0.036378621
1991-11-01,375.2200012,0.035650577
1991-12-01,417.0899963,0.034103335
1992-01-01,408.7799988,0.031985425
1992-02-01,412.7000122,0.036282916
1992-03-01,403.6900024,0.03660265
1992-04-01,414.9500122,0.037898599
1992-05-01,415.3500061,0.0374617
1992-06-01,408.1400146,0.035685767
1992-07-01,424.2099915,0.033530994
1992-08-01,414.0299988,0.031248226
1992-09-01,417.7999878,0.029573424
1992-10-01,418.6799927,0.027280438
1992-11-01,431.3500061,0.033246333
1992-12-01,435.7099915,0.035096854
1993-01-01,438.7799988,0.032679085
1993-02-01,443.3800049,0.030047852
1993-03-01,451.6700134,0.026734249
1993-04-01,440.1900024,0.027745169
1993-05-01,450.1900024,0.026647206
1993-06-01,450.5299988,0.027612373
1993-07-01,448.1300049,0.025917988
1993-08-01,463.5599976,0.027029031
1993-09-01,458.9299927,0.024505807
1993-10-01,467.8299866,0.023988432
1993-11-01,461.7900085,0.025622953
1993-12-01,466.4500122,0.027201165
1994-01-01,481.6099854,0.027726849
1994-02-01,467.1400146,0.026201688
1994-03-01,445.769989,0.029712031
1994-04-01,450.9100037,0.036591828
1994-05-01,456.5,0.036245771
1994-06-01,444.269989,0.035935655
1994-07-01,458.2600098,0.037864194
1994-08-01,475.4899902,0.035802841
1994-09-01,462.7099915,0.036371045
1994-10-01,472.3500061,0.039566231
1994-11-01,453.6900024,0.041032528
1994-12-01,459.269989,0.041169531
1995-01-01,470.4200134,0.042442902
1995-02-01,487.3900146,0.040549967
1995-03-01,500.7099915,0.037209856
1995-04-01,514.710022,0.036549273
1995-05-01,533.4000244,0.034204808
1995-06-01,544.75,0.029047129
1995-07-01,562.0599976,0.029380302
1995-08-01,561.8800049,0.031484884
1995-09-01,584.4099731,0.030175986
1995-10-01,581.5,0.030097294
1995-11-01,605.3699951,0.028842244
1995-12-01,615.9299927,0.027221535
1996-01-01,636.0200195,0.02647592
1996-02-01,640.4299927,0.025978587
1996-03-01,645.5,0.028972936
1996-04-01,654.1699829,0.031083344
1996-05-01,669.1199951,0.033050259
1996-06-01,670.6300049,0.034940803
1996-07-01,639.9500122,0.033692606
1996-08-01,651.9899902,0.033294154
1996-09-01,687.3300171,0.035208221
1996-10-01,705.2700195,0.033183495
1996-11-01,757.0200195,0.031416468
1996-12-01,740.7399902,0.029509351
1997-01-01,786.1599731,0.032548678
1997-02-01,790.8200073,0.032133749
1997-03-01,757.1199951,0.033085558
1997-04-01,801.3400269,0.035504734
1997-05-01,848.2800293,0.034369812
1997-06-01,885.1400146,0.032791083
1997-07-01,954.3099976,0.031998764
1997-08-01,899.4699707,0.030885119
1997-09-01,947.2800293,0.031508695
1997-10-01,914.6199951,0.030165907
1997-11-01,955.4000244,0.029729568
1997-12-01,970.4299927,0.02919851
1998-01-01,980.2800293,0.028403016
1998-02-01,1049.339966,0.027770689
1998-03-01,1101.75,0.02852512
1998-04-01,1111.75,0.028460655
1998-05-01,1090.819946,0.028930423
1998-06-01,1133.839966,0.028709975
1998-07-01,1120.670044,0.027707057
1998-08-01,957.2800293,0.027793402
1998-09-01,1017.01001,0.024962392
1998-10-01,1098.670044,0.019351455
1998-11-01,1163.630005,0.022210305
1998-12-01,1229.22998,0.022295798
1999-01-01,1279.640015,0.023081525
1999-02-01,1238.329956,0.023675902
1999-03-01,1286.369995,0.027103588
1999-04-01,1335.180054,0.026777899
1999-05-01,1301.839966,0.027042381
1999-06-01,1372.709961,0.031165631
1999-07-01,1328.719971,0.030055618
1999-08-01,1320.410034,0.031015433
1999-09-01,1282.709961,0.031694654
1999-10-01,1362.930054,0.031429219
1999-11-01,1388.910034,0.031472535
1999-12-01,1469.25,0.031922035
2000-01-01,1394.46,0.034110511
2000-02-01,1366.42,0.035133434
2000-03-01,1498.58,0.034403474
2000-04-01,1452.43,0.032029667
2000-05-01,1420.6,0.033605311
2000-06-01,1454.6,0.031278929
2000-07-01,1430.83,0.030623549
2000-08-01,1517.68,0.030456133
2000-09-01,1436.51,0.028859962
2000-10-01,1429.4,0.028766256
2000-11-01,1314.95,0.028331379
2000-12-01,1320.28,0.026392104
2001-01-01,1366.01,0.022514329
2001-02-01,1239.94,0.02267014
2001-03-01,1160.33,0.022672947
2001-04-01,1249.46,0.022209839
2001-05-01,1255.82,0.02433418
2001-06-01,1224.38,0.02526456
2001-07-01,1211.23,0.025283674
2001-08-01,1133.58,0.023343614
2001-09-01,1040.94,0.02177768
2001-10-01,1059.78,0.019869325
2001-11-01,1139.45,0.018147655
2001-12-01,1148.08,0.020405763
2002-01-01,1130.2,0.025235
2002-02-01,1106.73,0.024000734
2002-03-01,1147.39,0.024212902
2002-04-01,1076.92,0.027011263
2002-05-01,1067.14,0.023505499
2002-06-01,989.82,0.023198639
2002-07-01,911.62,0.021419286
2002-08-01,916.07,0.017422626
2002-09-01,815.28,0.014461083
2002-10-01,885.76,0.012686956
2002-11-01,936.31,0.013955868
2002-12-01,879.82,0.016922537
2003-01-01,855.7,0.014882017
2003-02-01,841.15,0.01466379
2003-03-01,848.18,0.01223591
2003-04-01,916.92,0.013096185
2003-05-01,963.59,0.01370721
2003-06-01,974.5,0.009051157
2003-07-01,990.31,0.01128689
2003-08-01,1008.01,0.017517045
2003-09-01,995.97,0.018972383
2003-10-01,1050.71,0.013808194
2003-11-01,1058.2,0.017139017
2003-12-01,1111.92,0.017135727
2004-01-01,1131.13,0.017019544
2004-02-01,1144.94,0.015715807
2004-03-01,1126.21,0.014701647
2004-04-01,1107.3,0.013581494
2004-05-01,1120.68,0.018832452
2004-06-01,1140.84,0.019465761
2004-07-01,1101.72,0.019337986
2004-08-01,1104.24,0.018558027
2004-09-01,1114.58,0.014846916
2004-10-01,1130.2,0.016871063
2004-11-01,1173.82,0.016076888
2004-12-01,1211.92,0.019095366
2005-01-01,1181.27,0.017792759
2005-02-01,1203.6,0.018131591
2005-03-01,1180.59,0.019793411
2005-04-01,1156.85,0.020205268
2005-05-01,1191.5,0.017898657
2005-06-01,1191.33,0.016668881
2005-07-01,1234.18,0.018200211
2005-08-01,1220.33,0.020082168
2005-09-01,1228.81,0.017356902
2005-10-01,1207.01,0.019670448
2005-11-01,1249.48,0.02075689
2005-12-01,1248.29,0.020183473
2006-01-01,1280.08,0.020648417
2006-02-01,1280.66,0.022044128
2006-03-01,1294.87,0.023836209
2006-04-01,1310.61,0.02358393
2006-05-01,1270.09,0.024063702
2006-06-01,1270.2,0.024508099
2006-07-01,1276.66,0.024963495
2006-08-01,1303.82,0.022982861
2006-09-01,1335.85,0.022060572
2006-10-01,1377.94,0.022120621
2006-11-01,1400.63,0.021998854
2006-12-01,1418.3,0.021221378
2007-01-01,1438.24,0.021480758
2007-02-01,1406.82,0.022871509
2007-03-01,1420.86,0.020249864
2007-04-01,1482.37,0.020774869
2007-05-01,1530.62,0.020318442
2007-06-01,1503.35,0.022463097
2007-07-01,1455.27,0.023735734
2007-08-01,1473.99,0.021338808
2007-09-01,1526.75,0.019462226
2007-10-01,1549.38,0.019891142
2007-11-01,1481.14,0.018262471
2007-12-01,1468.36,0.013869688
2008-01-01,1378.55,0.013994907
2008-02-01,1330.63,0.011111229
2008-03-01,1322.7,0.010252201
2008-04-01,1385.59,0.010628942
2008-05-01,1400.38,0.014005163
2008-06-01,1280,0.01487554
2008-07-01,1267.38,0.014455811
2008-08-01,1282.83,0.013564973
2008-09-01,1166.36,0.012395747
