Date,Close,Interst_rate
2008-10-01,968.75,0.014850633
2008-11-01,896.24,0.016316285
2008-12-01,903.25,0.009753799
2009-01-01,825.88,0.00938541
2009-02-01,735.09,0.010393065
2009-03-01,797.87,0.012507418
2009-04-01,872.81,0.007128197
2009-05-01,919.14,0.010174109
2009-06-01,919.32,0.013221055
2009-07-01,987.48,0.012669028
2009-08-01,1020.62,0.011590404
2009-09-01,1057.08,0.009492376
2009-10-01,1036.19,0.009971412
2009-11-01,1095.63,0.0106141
2009-12-01,1115.1,0.008480406
2010-01-01,1073.87,0.012979249
2010-02-01,1104.49,0.011245154
2010-03-01,1169.43,0.009987315
2010-04-01,1186.69,0.013091053
2010-05-01,1089.41,0.012263879
2010-06-01,1030.71,0.01019361
2010-07-01,1101.6,0.008467591
2010-08-01,1049.33,0.006561639
2010-09-01,1141.2,0.005770678
2010-10-01,1183.26,0.004088053
2010-11-01,1180.55,0.003388896
2010-12-01,1257.64,0.006262093
2011-01-01,1286.12,0.008639772
2011-02-01,1327.22,0.008296872
2011-03-01,1325.83,0.008738509
2011-04-01,1363.61,0.009775028
2011-05-01,1345.2,0.007114748
2011-06-01,1320.64,0.00492267
2011-07-01,1292.28,0.005739524
2011-08-01,1218.89,0.003949749
2011-09-01,1131.42,0.002149389
2011-10-01,1253.3,0.000985625
2011-11-01,1246.96,0.001370695
2011-12-01,1257.6,0.001444683
2012-01-01,1312.41,0.001461005
2012-02-01,1365.68,0.00021851
2012-03-01,1408.47,0.001692369
2012-04-01,1397.91,0.001946457
2012-05-01,1310.33,-0.00087222
2012-06-01,1362.16,-0.000481511
2012-07-01,1379.32,-0.00054826
2012-08-01,1406.58,-0.000600848
2012-09-01,1440.67,-0.001692571
2012-10-01,1412.16,-0.000931722
2012-11-01,1416.18,-5.74E-05
2012-12-01,1426.19,-0.001723775
2013-01-01,1498.11,0.000844014
2013-02-01,1514.68,0.001721002
2013-03-01,1569.19,0.000503407
2013-04-01,1597.57,-0.000242119
2013-05-01,1630.74,-0.000193912
2013-06-01,1606.28,0.002276938
2013-07-01,1685.73,0.00546381
2013-08-01,1632.97,0.004750687
2013-09-01,1681.55,0.005408345
2013-10-01,1756.54,0.004929694
2013-11-01,1805.81,0.004896377
2013-12-01,1848.36,0.004182999
2014-01-01,1782.59,0.006806367
2014-02-01,1859.45,0.005086773
2014-03-01,1872.34,0.005804532
2014-04-01,1883.95,0.007022221
2014-05-01,1923.57,0.006268542
2014-06-01,1960.23,0.006245294
2014-07-01,1930.67,0.00590995
2014-08-01,2003.37,0.006494057
2014-09-01,1972.29,0.005808599
2014-10-01,2018.05,0.007009647
2014-11-01,2067.56,0.007133003
2014-12-01,2058.9,0.003847254
2015-01-01,1994.99,0.007099428
2015-02-01,2104.5,0.005383804
2015-03-01,2067.89,0.007517054
2015-04-01,2085.51,0.004103225
2015-05-01,2107.39,0.005339214
2015-06-01,2063.11,0.005537778
2015-07-01,2103.84,0.006670749
2015-08-01,1972.18,0.005483056
2015-09-01,1920.03,0.005124599
2015-10-01,2079.36,0.005287717
2015-11-01,2080.41,0.006662057
2015-12-01,2043.94,0.006474222
2016-01-01,1940.24,0.00734506
2016-02-01,1932.23,0.00538738
2016-03-01,2059.74,0.005514074
2016-04-01,2065.3,0.003452727
2016-05-01,2096.95,0.004136498
2016-06-01,2098.86,0.005190985
2016-07-01,2173.6,0.001653469
2016-08-01,2170.95,0.002268375
2016-09-01,2168.27,0.002160743
2016-10-01,2126.15,0.002897968
2016-11-01,2198.81,0.003466093
2016-12-01,2238.83,0.007004566
2017-01-01,2278.87,0.007256511
2017-02-01,2363.64,0.007743816
2017-03-01,2362.72,0.00916503
2017-04-01,2384.2,0.007657538
2017-05-01,2411.8,0.007764088
2017-06-01,2423.41,0.007361114
2017-07-01,2470.3,0.007250161
2017-08-01,2471.65,0.006708602
2017-09-01,2519.36,0.005652126
2017-10-01,2575.26,0.007291435
2017-11-01,2647.58,0.007521905
2017-12-01,2673.61,0.005730492
2018-01-01,2823.81,0.00873788
2018-02-01,2713.83,0.010884693
2018-03-01,2640.87,0.010295358
2018-04-01,2648.05,0.010143543
2018-05-01,2705.27,0.012160918
2018-06-01,2718.37,0.012457281
2018-07-01,2816.29,0.011552337
2018-08-01,2901.52,0.012552416
2018-09-01,2913.98,0.011321469
2018-10-01,2711.74,0.013001268
2018-11-01,2760.17,0.013086584
2018-12-01,2506.85,0.012549667
2019-01-01,2704.1,0.010404343
2019-02-01,2784.49,0.010681829
2019-03-01,2834.4,0.005172077
2019-04-01,2945.83,0.004203038
2019-05-01,2752.06,0.005404288
2019-06-01,2941.76,0.004213016
2019-07-01,2980.38,0.004405719
2019-08-01,2926.46,0.004200518
2019-09-01,2976.74,0.002350055
2019-10-01,3037.56,0.003683245
2019-11-01,3140.98,0.004336119
2019-12-01,3230.78,0.005142649
2020-01-01,3225.52,0.005050963
2020-02-01,2954.22,0.003159858
2020-03-01,2584.59,-0.001278375
2020-04-01,2912.43,-0.001115944
2020-05-01,3044.31,-0.000278565
2020-06-01,3100.29,-0.001536994
2020-07-01,3271.12,-0.003453445
2020-08-01,3500.31,-0.00407134
2020-09-01,3363,-0.003433369
2020-10-01,3269.96,-0.002917385
2020-11-01,3621.63,-0.002139556
2020-12-01,3756.07,-0.002323215
2021-01-01,3714.24,-0.002350172
2021-02-01,3811.15,-0.002308238
2021-03-01,3972.89,0.000125069
2021-04-01,4181.17,0.001180469
2021-05-01,4204.11,0.000369476
2021-06-01,4297.5,-5.66E-05
2021-07-01,4395.26,0.000350411
2021-08-01,4522.68,-0.002610188
2021-09-01,4307.54,-0.001947309
2021-10-01,4605.38,0.000879011
2021-11-01,4567,0.001639979
2021-12-01,4766.18,0.000916892
2022-01-01,4515.55,0.003194951
2022-02-01,4373.94,0.004415929
2022-03-01,4530.41,0.003470899
2022-04-01,4131.93,0.009494003
2022-05-01,4132.15,0.012038978
2022-06-01,3785.38,0.010250935
2022-07-01,4130.29,0.010621749
2022-08-01,3955,0.008556253
2022-09-01,3585.62,0.012042487
